material,quantidade,estoque mínimo,categoria,corredor,armário,prateleira,observação
Produto 465,565,10,Cat5,A0,05,05,Item de teste 465
Produto 466,566,10,Cat6,A1,06,06,Item de teste 466
Produto 467,567,10,Cat7,A2,07,07,Item de teste 467
Produto 468,568,10,Cat8,A3,08,08,Item de teste 468
Produto 469,569,10,Cat9,A4,09,09,Item de teste 469
Produto 470,570,10,Cat0,A0,10,00,Item de teste 470
Produto 471,571,10,Cat1,A1,11,01,Item de teste 471
Produto 472,572,10,Cat2,A2,12,02,Item de teste 472
Produto 473,573,10,Cat3,A3,13,03,Item de teste 473
Produto 474,574,10,Cat4,A4,14,04,Item de teste 474
Produto 475,575,10,Cat5,A0,15,05,Item de teste 475
Produto 476,576,10,Cat6,A1,16,06,Item de teste 476
Produto 477,577,10,Cat7,A2,17,07,Item de teste 477
Produto 478,578,10,Cat8,A3,18,08,Item de teste 478
Produto 479,579,10,Cat9,A4,19,09,Item de teste 479
Produto 480,580,10,Cat0,A0,00,00,Item de teste 480
Produto 481,581,10,Cat1,A1,01,01,Item de teste 481
Produto 482,582,10,Cat2,A2,02,02,Item de teste 482
Produto 483,583,10,Cat3,A3,03,03,Item de teste 483
Produto 484,584,10,Cat4,A4,04,04,Item de teste 484
Produto 485,585,10,Cat5,A0,05,05,Item de teste 485
Produto 486,586,10,Cat6,A1,06,06,Item de teste 486
Produto 487,587,10,Cat7,A2,07,07,Item de teste 487
Produto 488,588,10,Cat8,A3,08,08,Item de teste 488
Produto 489,589,10,Cat9,A4,09,09,Item de teste 489
Produto 490,590,10,Cat0,A0,10,00,Item de teste 490
Produto 491,591,10,Cat1,A1,11,01,Item de teste 491
Produto 492,592,10,Cat2,A2,12,02,Item de teste 492
Produto 493,593,10,Cat3,A3,13,03,Item de teste 493
Produto 494,594,10,Cat4,A4,14,04,Item de teste 494
Produto 495,595,10,Cat5,A0,15,05,Item de teste 495
Produto 496,596,10,Cat6,A1,16,06,Item de teste 496
Produto 497,597,10,Cat7,A2,17,07,Item de teste 497
Produto 498,598,10,Cat8,A3,18,08,Item de teste 498
Produto 499,599,10,Cat9,A4,19,09,Item de teste 499
Produto 500,600,10,Cat0,A0,00,00,Item de teste 500
Produto 501,601,10,Cat1,A1,01,01,Item de teste 501
Produto 502,602,10,Cat2,A2,02,02,Item de teste 502
Produto 503,603,10,Cat3,A3,03,03,Item de teste 503
Produto 504,604,10,Cat4,A4,04,04,Item de teste 504
Produto 505,605,10,Cat5,A0,05,05,Item de teste 505
Produto 506,606,10,Cat6,A1,06,06,Item de teste 506
Produto 507,607,10,Cat7,A2,07,07,Item de teste 507
Produto 508,608,10,Cat8,A3,08,08,Item de teste 508
Produto 509,609,10,Cat9,A4,09,09,Item de teste 509
Produto 510,610,10,Cat0,A0,10,00,Item de teste 510
Produto 511,611,10,Cat1,A1,11,01,Item de teste 511
Produto 512,612,10,Cat2,A2,12,02,Item de teste 512
Produto 513,613,10,Cat3,A3,13,03,Item de teste 513
Produto 514,614,10,Cat4,A4,14,04,Item de teste 514
Produto 515,615,10,Cat5,A0,15,05,Item de teste 515
Produto 516,616,10,Cat6,A1,16,06,Item de teste 516
Produto 517,617,10,Cat7,A2,17,07,Item de teste 517
Produto 518,618,10,Cat8,A3,18,08,Item de teste 518
Produto 519,619,10,Cat9,A4,19,09,Item de teste 519
Produto 520,620,10,Cat0,A0,00,00,Item de teste 520
Produto 521,621,10,Cat1,A1,01,01,Item de teste 521
Produto 522,622,10,Cat2,A2,02,02,Item de teste 522
Produto 523,623,10,Cat3,A3,03,03,Item de teste 523
Produto 524,624,10,Cat4,A4,04,04,Item de teste 524
Produto 525,625,10,Cat5,A0,05,05,Item de teste 525
Produto 526,626,10,Cat6,A1,06,06,Item de teste 526
Produto 527,627,10,Cat7,A2,07,07,Item de teste 527
Produto 528,628,10,Cat8,A3,08,08,Item de teste 528
Produto 529,629,10,Cat9,A4,09,09,Item de teste 529
Produto 530,630,10,Cat0,A0,10,00,Item de teste 530
Produto 531,631,10,Cat1,A1,11,01,Item de teste 531
Produto 532,632,10,Cat2,A2,12,02,Item de teste 532
Produto 533,633,10,Cat3,A3,13,03,Item de teste 533
Produto 534,634,10,Cat4,A4,14,04,Item de teste 534
Produto 535,635,10,Cat5,A0,15,05,Item de teste 535
Produto 536,636,10,Cat6,A1,16,06,Item de teste 536
Produto 537,637,10,Cat7,A2,17,07,Item de teste 537
Produto 538,638,10,Cat8,A3,18,08,Item de teste 538
Produto 539,639,10,Cat9,A4,19,09,Item de teste 539
Produto 540,640,10,Cat0,A0,00,00,Item de teste 540
Produto 541,641,10,Cat1,A1,01,01,Item de teste 541
Produto 542,642,10,Cat2,A2,02,02,Item de teste 542
Produto 543,643,10,Cat3,A3,03,03,Item de teste 543
Produto 544,644,10,Cat4,A4,04,04,Item de teste 544
Produto 545,645,10,Cat5,A0,05,05,Item de teste 545
Produto 546,646,10,Cat6,A1,06,06,Item de teste 546
Produto 547,647,10,Cat7,A2,07,07,Item de teste 547
Produto 548,648,10,Cat8,A3,08,08,Item de teste 548
Produto 549,649,10,Cat9,A4,09,09,Item de teste 549
Produto 550,650,10,Cat0,A0,10,00,Item de teste 550
Produto 551,651,10,Cat1,A1,11,01,Item de teste 551
Produto 552,652,10,Cat2,A2,12,02,Item de teste 552
Produto 553,653,10,Cat3,A3,13,03,Item de teste 553
Produto 554,654,10,Cat4,A4,14,04,Item de teste 554
Produto 555,655,10,Cat5,A0,15,05,Item de teste 555
Produto 556,656,10,Cat6,A1,16,06,Item de teste 556
Produto 557,657,10,Cat7,A2,17,07,Item de teste 557
Produto 558,658,10,Cat8,A3,18,08,Item de teste 558
Produto 559,659,10,Cat9,A4,19,09,Item de teste 559
Produto 560,660,10,Cat0,A0,00,00,Item de teste 560
Produto 561,661,10,Cat1,A1,01,01,Item de teste 561
Produto 562,662,10,Cat2,A2,02,02,Item de teste 562
Produto 563,663,10,Cat3,A3,03,03,Item de teste 563
Produto 564,664,10,Cat4,A4,04,04,Item de teste 564
Produto 565,665,10,Cat5,A0,05,05,Item de teste 565
Produto 566,666,10,Cat6,A1,06,06,Item de teste 566
Produto 567,667,10,Cat7,A2,07,07,Item de teste 567
Produto 568,668,10,Cat8,A3,08,08,Item de teste 568
Produto 569,669,10,Cat9,A4,09,09,Item de teste 569
Produto 570,670,10,Cat0,A0,10,00,Item de teste 570
Produto 571,671,10,Cat1,A1,11,01,Item de teste 571
Produto 572,672,10,Cat2,A2,12,02,Item de teste 572
Produto 573,673,10,Cat3,A3,13,03,Item de teste 573
Produto 574,674,10,Cat4,A4,14,04,Item de teste 574
Produto 575,675,10,Cat5,A0,15,05,Item de teste 575
Produto 576,676,10,Cat6,A1,16,06,Item de teste 576
Produto 577,677,10,Cat7,A2,17,07,Item de teste 577
Produto 578,678,10,Cat8,A3,18,08,Item de teste 578
Produto 579,679,10,Cat9,A4,19,09,Item de teste 579
Produto 580,680,10,Cat0,A0,00,00,Item de teste 580
Produto 581,681,10,Cat1,A1,01,01,Item de teste 581
Produto 582,682,10,Cat2,A2,02,02,Item de teste 582
Produto 583,683,10,Cat3,A3,03,03,Item de teste 583
Produto 584,684,10,Cat4,A4,04,04,Item de teste 584
Produto 585,685,10,Cat5,A0,05,05,Item de teste 585
Produto 586,686,10,Cat6,A1,06,06,Item de teste 586
Produto 587,687,10,Cat7,A2,07,07,Item de teste 587
Produto 588,688,10,Cat8,A3,08,08,Item de teste 588
Produto 589,689,10,Cat9,A4,09,09,Item de teste 589
Produto 590,690,10,Cat0,A0,10,00,Item de teste 590
Produto 591,691,10,Cat1,A1,11,01,Item de teste 591
Produto 592,692,10,Cat2,A2,12,02,Item de teste 592
Produto 593,693,10,Cat3,A3,13,03,Item de teste 593
Produto 594,694,10,Cat4,A4,14,04,Item de teste 594
Produto 595,695,10,Cat5,A0,15,05,Item de teste 595
Produto 596,696,10,Cat6,A1,16,06,Item de teste 596
Produto 597,697,10,Cat7,A2,17,07,Item de teste 597
Produto 598,698,10,Cat8,A3,18,08,Item de teste 598
Produto 599,699,10,Cat9,A4,19,09,Item de teste 599
Produto 600,700,10,Cat0,A0,00,00,Item de teste 600
Produto 601,701,10,Cat1,A1,01,01,Item de teste 601
Produto 602,702,10,Cat2,A2,02,02,Item de teste 602
Produto 603,703,10,Cat3,A3,03,03,Item de teste 603
Produto 604,704,10,Cat4,A4,04,04,Item de teste 604
Produto 605,705,10,Cat5,A0,05,05,Item de teste 605
Produto 606,706,10,Cat6,A1,06,06,Item de teste 606
Produto 607,707,10,Cat7,A2,07,07,Item de teste 607
Produto 608,708,10,Cat8,A3,08,08,Item de teste 608
Produto 609,709,10,Cat9,A4,09,09,Item de teste 609
Produto 610,710,10,Cat0,A0,10,00,Item de teste 610
Produto 611,711,10,Cat1,A1,11,01,Item de teste 611
Produto 612,712,10,Cat2,A2,12,02,Item de teste 612
Produto 613,713,10,Cat3,A3,13,03,Item de teste 613
Produto 614,714,10,Cat4,A4,14,04,Item de teste 614
Produto 615,715,10,Cat5,A0,15,05,Item de teste 615
Produto 616,716,10,Cat6,A1,16,06,Item de teste 616
Produto 617,717,10,Cat7,A2,17,07,Item de teste 617
Produto 618,718,10,Cat8,A3,18,08,Item de teste 618
Produto 619,719,10,Cat9,A4,19,09,Item de teste 619
Produto 620,720,10,Cat0,A0,00,00,Item de teste 620
Produto 621,721,10,Cat1,A1,01,01,Item de teste 621
Produto 622,722,10,Cat2,A2,02,02,Item de teste 622
Produto 623,723,10,Cat3,A3,03,03,Item de teste 623
Produto 624,724,10,Cat4,A4,04,04,Item de teste 624
Produto 625,725,10,Cat5,A0,05,05,Item de teste 625
Produto 626,726,10,Cat6,A1,06,06,Item de teste 626
Produto 627,727,10,Cat7,A2,07,07,Item de teste 627
Produto 628,728,10,Cat8,A3,08,08,Item de teste 628
Produto 629,729,10,Cat9,A4,09,09,Item de teste 629
Produto 630,730,10,Cat0,A0,10,00,Item de teste 630
Produto 631,731,10,Cat1,A1,11,01,Item de teste 631
Produto 632,732,10,Cat2,A2,12,02,Item de teste 632
Produto 633,733,10,Cat3,A3,13,03,Item de teste 633
Produto 634,734,10,Cat4,A4,14,04,Item de teste 634
Produto 635,735,10,Cat5,A0,15,05,Item de teste 635
Produto 636,736,10,Cat6,A1,16,06,Item de teste 636
Produto 637,737,10,Cat7,A2,17,07,Item de teste 637
Produto 638,738,10,Cat8,A3,18,08,Item de teste 638
Produto 639,739,10,Cat9,A4,19,09,Item de teste 639
Produto 640,740,10,Cat0,A0,00,00,Item de teste 640
Produto 641,741,10,Cat1,A1,01,01,Item de teste 641
Produto 642,742,10,Cat2,A2,02,02,Item de teste 642
Produto 643,743,10,Cat3,A3,03,03,Item de teste 643
Produto 644,744,10,Cat4,A4,04,04,Item de teste 644
Produto 645,745,10,Cat5,A0,05,05,Item de teste 645
Produto 646,746,10,Cat6,A1,06,06,Item de teste 646
Produto 647,747,10,Cat7,A2,07,07,Item de teste 647
Produto 648,748,10,Cat8,A3,08,08,Item de teste 648
Produto 649,749,10,Cat9,A4,09,09,Item de teste 649
Produto 650,750,10,Cat0,A0,10,00,Item de teste 650
Produto 651,751,10,Cat1,A1,11,01,Item de teste 651
Produto 652,752,10,Cat2,A2,12,02,Item de teste 652
Produto 653,753,10,Cat3,A3,13,03,Item de teste 653
Produto 654,754,10,Cat4,A4,14,04,Item de teste 654
Produto 655,755,10,Cat5,A0,15,05,Item de teste 655
Produto 656,756,10,Cat6,A1,16,06,Item de teste 656
Produto 657,757,10,Cat7,A2,17,07,Item de teste 657
Produto 658,758,10,Cat8,A3,18,08,Item de teste 658
Produto 659,759,10,Cat9,A4,19,09,Item de teste 659
Produto 660,760,10,Cat0,A0,00,00,Item de teste 660
Produto 661,761,10,Cat1,A1,01,01,Item de teste 661
Produto 662,762,10,Cat2,A2,02,02,Item de teste 662
Produto 663,763,10,Cat3,A3,03,03,Item de teste 663
Produto 664,764,10,Cat4,A4,04,04,Item de teste 664
Produto 665,765,10,Cat5,A0,05,05,Item de teste 665
Produto 666,766,10,Cat6,A1,06,06,Item de teste 666
Produto 667,767,10,Cat7,A2,07,07,Item de teste 667
Produto 668,768,10,Cat8,A3,08,08,Item de teste 668
Produto 669,769,10,Cat9,A4,09,09,Item de teste 669
Produto 670,770,10,Cat0,A0,10,00,Item de teste 670
Produto 671,771,10,Cat1,A1,11,01,Item de teste 671
Produto 672,772,10,Cat2,A2,12,02,Item de teste 672
Produto 673,773,10,Cat3,A3,13,03,Item de teste 673
Produto 674,774,10,Cat4,A4,14,04,Item de teste 674
Produto 675,775,10,Cat5,A0,15,05,Item de teste 675
Produto 676,776,10,Cat6,A1,16,06,Item de teste 676
Produto 677,777,10,Cat7,A2,17,07,Item de teste 677
Produto 678,778,10,Cat8,A3,18,08,Item de teste 678
Produto 679,779,10,Cat9,A4,19,09,Item de teste 679
Produto 680,780,10,Cat0,A0,00,00,Item de teste 680
Produto 681,781,10,Cat1,A1,01,01,Item de teste 681
Produto 682,782,10,Cat2,A2,02,02,Item de teste 682
Produto 683,783,10,Cat3,A3,03,03,Item de teste 683
Produto 684,784,10,Cat4,A4,04,04,Item de teste 684
Produto 685,785,10,Cat5,A0,05,05,Item de teste 685
Produto 686,786,10,Cat6,A1,06,06,Item de teste 686
Produto 687,787,10,Cat7,A2,07,07,Item de teste 687
Produto 688,788,10,Cat8,A3,08,08,Item de teste 688
Produto 689,789,10,Cat9,A4,09,09,Item de teste 689
Produto 690,790,10,Cat0,A0,10,00,Item de teste 690
Produto 691,791,10,Cat1,A1,11,01,Item de teste 691
Produto 692,792,10,Cat2,A2,12,02,Item de teste 692
Produto 693,793,10,Cat3,A3,13,03,Item de teste 693
Produto 694,794,10,Cat4,A4,14,04,Item de teste 694
Produto 695,795,10,Cat5,A0,15,05,Item de teste 695
Produto 696,796,10,Cat6,A1,16,06,Item de teste 696
Produto 697,797,10,Cat7,A2,17,07,Item de teste 697
Produto 698,798,10,Cat8,A3,18,08,Item de teste 698
Produto 699,799,10,Cat9,A4,19,09,Item de teste 699
Produto 700,800,10,Cat0,A0,00,00,Item de teste 700
Produto 701,801,10,Cat1,A1,01,01,Item de teste 701
Produto 702,802,10,Cat2,A2,02,02,Item de teste 702
Produto 703,803,10,Cat3,A3,03,03,Item de teste 703
Produto 704,804,10,Cat4,A4,04,04,Item de teste 704
Produto 705,805,10,Cat5,A0,05,05,Item de teste 705
Produto 706,806,10,Cat6,A1,06,06,Item de teste 706
Produto 707,807,10,Cat7,A2,07,07,Item de teste 707
Produto 708,808,10,Cat8,A3,08,08,Item de teste 708
Produto 709,809,10,Cat9,A4,09,09,Item de teste 709
Produto 710,810,10,Cat0,A0,10,00,Item de teste 710
Produto 711,811,10,Cat1,A1,11,01,Item de teste 711
Produto 712,812,10,Cat2,A2,12,02,Item de teste 712
Produto 713,813,10,Cat3,A3,13,03,Item de teste 713
Produto 714,814,10,Cat4,A4,14,04,Item de teste 714
Produto 715,815,10,Cat5,A0,15,05,Item de teste 715
Produto 716,816,10,Cat6,A1,16,06,Item de teste 716
Produto 717,817,10,Cat7,A2,17,07,Item de teste 717
Produto 718,818,10,Cat8,A3,18,08,Item de teste 718
Produto 719,819,10,Cat9,A4,19,09,Item de teste 719
Produto 720,820,10,Cat0,A0,00,00,Item de teste 720
Produto 721,821,10,Cat1,A1,01,01,Item de teste 721
Produto 722,822,10,Cat2,A2,02,02,Item de teste 722
Produto 723,823,10,Cat3,A3,03,03,Item de teste 723
Produto 724,824,10,Cat4,A4,04,04,Item de teste 724
Produto 725,825,10,Cat5,A0,05,05,Item de teste 725
Produto 726,826,10,Cat6,A1,06,06,Item de teste 726
Produto 727,827,10,Cat7,A2,07,07,Item de teste 727
Produto 728,828,10,Cat8,A3,08,08,Item de teste 728
Produto 729,829,10,Cat9,A4,09,09,Item de teste 729
Produto 730,830,10,Cat0,A0,10,00,Item de teste 730
Produto 731,831,10,Cat1,A1,11,01,Item de teste 731
Produto 732,832,10,Cat2,A2,12,02,Item de teste 732
Produto 733,833,10,Cat3,A3,13,03,Item de teste 733
Produto 734,834,10,Cat4,A4,14,04,Item de teste 734
Produto 735,835,10,Cat5,A0,15,05,Item de teste 735
Produto 736,836,10,Cat6,A1,16,06,Item de teste 736
Produto 737,837,10,Cat7,A2,17,07,Item de teste 737
Produto 738,838,10,Cat8,A3,18,08,Item de teste 738
Produto 739,839,10,Cat9,A4,19,09,Item de teste 739
Produto 740,840,10,Cat0,A0,00,00,Item de teste 740
Produto 741,841,10,Cat1,A1,01,01,Item de teste 741
Produto 742,842,10,Cat2,A2,02,02,Item de teste 742
Produto 743,843,10,Cat3,A3,03,03,Item de teste 743
Produto 744,844,10,Cat4,A4,04,04,Item de teste 744
Produto 745,845,10,Cat5,A0,05,05,Item de teste 745
Produto 746,846,10,Cat6,A1,06,06,Item de teste 746
Produto 747,847,10,Cat7,A2,07,07,Item de teste 747
Produto 748,848,10,Cat8,A3,08,08,Item de teste 748
Produto 749,849,10,Cat9,A4,09,09,Item de teste 749
Produto 750,850,10,Cat0,A0,10,00,Item de teste 750
Produto 751,851,10,Cat1,A1,11,01,Item de teste 751
Produto 752,852,10,Cat2,A2,12,02,Item de teste 752
Produto 753,853,10,Cat3,A3,13,03,Item de teste 753
Produto 754,854,10,Cat4,A4,14,04,Item de teste 754
Produto 755,855,10,Cat5,A0,15,05,Item de teste 755
Produto 756,856,10,Cat6,A1,16,06,Item de teste 756
Produto 757,857,10,Cat7,A2,17,07,Item de teste 757
Produto 758,858,10,Cat8,A3,18,08,Item de teste 758
Produto 759,859,10,Cat9,A4,19,09,Item de teste 759
Produto 760,860,10,Cat0,A0,00,00,Item de teste 760
Produto 761,861,10,Cat1,A1,01,01,Item de teste 761
Produto 762,862,10,Cat2,A2,02,02,Item de teste 762
Produto 763,863,10,Cat3,A3,03,03,Item de teste 763
Produto 764,864,10,Cat4,A4,04,04,Item de teste 764
Produto 765,865,10,Cat5,A0,05,05,Item de teste 765
Produto 766,866,10,Cat6,A1,06,06,Item de teste 766
Produto 767,867,10,Cat7,A2,07,07,Item de teste 767
Produto 768,868,10,Cat8,A3,08,08,Item de teste 768
Produto 769,869,10,Cat9,A4,09,09,Item de teste 769
Produto 770,870,10,Cat0,A0,10,00,Item de teste 770
Produto 771,871,10,Cat1,A1,11,01,Item de teste 771
Produto 772,872,10,Cat2,A2,12,02,Item de teste 772
Produto 773,873,10,Cat3,A3,13,03,Item de teste 773
Produto 774,874,10,Cat4,A4,14,04,Item de teste 774
Produto 775,875,10,Cat5,A0,15,05,Item de teste 775
Produto 776,876,10,Cat6,A1,16,06,Item de teste 776
Produto 777,877,10,Cat7,A2,17,07,Item de teste 777
Produto 778,878,10,Cat8,A3,18,08,Item de teste 778
Produto 779,879,10,Cat9,A4,19,09,Item de teste 779
Produto 780,880,10,Cat0,A0,00,00,Item de teste 780
Produto 781,881,10,Cat1,A1,01,01,Item de teste 781
Produto 782,882,10,Cat2,A2,02,02,Item de teste 782
Produto 783,883,10,Cat3,A3,03,03,Item de teste 783
Produto 784,884,10,Cat4,A4,04,04,Item de teste 784
Produto 785,885,10,Cat5,A0,05,05,Item de teste 785
Produto 786,886,10,Cat6,A1,06,06,Item de teste 786
Produto 787,887,10,Cat7,A2,07,07,Item de teste 787
Produto 788,888,10,Cat8,A3,08,08,Item de teste 788
Produto 789,889,10,Cat9,A4,09,09,Item de teste 789
Produto 790,890,10,Cat0,A0,10,00,Item de teste 790
Produto 791,891,10,Cat1,A1,11,01,Item de teste 791
Produto 792,892,10,Cat2,A2,12,02,Item de teste 792
Produto 793,893,10,Cat3,A3,13,03,Item de teste 793
Produto 794,894,10,Cat4,A4,14,04,Item de teste 794
Produto 795,895,10,Cat5,A0,15,05,Item de teste 795
Produto 796,896,10,Cat6,A1,16,06,Item de teste 796
Produto 797,897,10,Cat7,A2,17,07,Item de teste 797
Produto 798,898,10,Cat8,A3,18,08,Item de teste 798
Produto 799,899,10,Cat9,A4,19,09,Item de teste 799
Produto 800,900,10,Cat0,A0,00,00,Item de teste 800
Produto 801,901,10,Cat1,A1,01,01,Item de teste 801
Produto 802,902,10,Cat2,A2,02,02,Item de teste 802
Produto 803,903,10,Cat3,A3,03,03,Item de teste 803
Produto 804,904,10,Cat4,A4,04,04,Item de teste 804
Produto 805,905,10,Cat5,A0,05,05,Item de teste 805
Produto 806,906,10,Cat6,A1,06,06,Item de teste 806
Produto 807,907,10,Cat7,A2,07,07,Item de teste 807
Produto 808,908,10,Cat8,A3,08,08,Item de teste 808
Produto 809,909,10,Cat9,A4,09,09,Item de teste 809
Produto 810,910,10,Cat0,A0,10,00,Item de teste 810
Produto 811,911,10,Cat1,A1,11,01,Item de teste 811
Produto 812,912,10,Cat2,A2,12,02,Item de teste 812
Produto 813,913,10,Cat3,A3,13,03,Item de teste 813
Produto 814,914,10,Cat4,A4,14,04,Item de teste 814
Produto 815,915,10,Cat5,A0,15,05,Item de teste 815
Produto 816,916,10,Cat6,A1,16,06,Item de teste 816
Produto 817,917,10,Cat7,A2,17,07,Item de teste 817
Produto 818,918,10,Cat8,A3,18,08,Item de teste 818
Produto 819,919,10,Cat9,A4,19,09,Item de teste 819
Produto 820,920,10,Cat0,A0,00,00,Item de teste 820
Produto 821,921,10,Cat1,A1,01,01,Item de teste 821
Produto 822,922,10,Cat2,A2,02,02,Item de teste 822
Produto 823,923,10,Cat3,A3,03,03,Item de teste 823
Produto 824,924,10,Cat4,A4,04,04,Item de teste 824
Produto 825,925,10,Cat5,A0,05,05,Item de teste 825
Produto 826,926,10,Cat6,A1,06,06,Item de teste 826
Produto 827,927,10,Cat7,A2,07,07,Item de teste 827
Produto 828,928,10,Cat8,A3,08,08,Item de teste 828
Produto 829,929,10,Cat9,A4,09,09,Item de teste 829
Produto 830,930,10,Cat0,A0,10,00,Item de teste 830
Produto 831,931,10,Cat1,A1,11,01,Item de teste 831
Produto 832,932,10,Cat2,A2,12,02,Item de teste 832
Produto 833,933,10,Cat3,A3,13,03,Item de teste 833
Produto 834,934,10,Cat4,A4,14,04,Item de teste 834
Produto 835,935,10,Cat5,A0,15,05,Item de teste 835
Produto 836,936,10,Cat6,A1,16,06,Item de teste 836
Produto 837,937,10,Cat7,A2,17,07,Item de teste 837
Produto 838,938,10,Cat8,A3,18,08,Item de teste 838
Produto 839,939,10,Cat9,A4,19,09,Item de teste 839
Produto 840,940,10,Cat0,A0,00,00,Item de teste 840
Produto 841,941,10,Cat1,A1,01,01,Item de teste 841
Produto 842,942,10,Cat2,A2,02,02,Item de teste 842
Produto 843,943,10,Cat3,A3,03,03,Item de teste 843
Produto 844,944,10,Cat4,A4,04,04,Item de teste 844
Produto 845,945,10,Cat5,A0,05,05,Item de teste 845
Produto 846,946,10,Cat6,A1,06,06,Item de teste 846
Produto 847,947,10,Cat7,A2,07,07,Item de teste 847
Produto 848,948,10,Cat8,A3,08,08,Item de teste 848
Produto 849,949,10,Cat9,A4,09,09,Item de teste 849
Produto 850,950,10,Cat0,A0,10,00,Item de teste 850
Produto 851,951,10,Cat1,A1,11,01,Item de teste 851
Produto 852,952,10,Cat2,A2,12,02,Item de teste 852
Produto 853,953,10,Cat3,A3,13,03,Item de teste 853
Produto 854,954,10,Cat4,A4,14,04,Item de teste 854
Produto 855,955,10,Cat5,A0,15,05,Item de teste 855
Produto 856,956,10,Cat6,A1,16,06,Item de teste 856
Produto 857,957,10,Cat7,A2,17,07,Item de teste 857
Produto 858,958,10,Cat8,A3,18,08,Item de teste 858
Produto 859,959,10,Cat9,A4,19,09,Item de teste 859
Produto 860,960,10,Cat0,A0,00,00,Item de teste 860
Produto 861,961,10,Cat1,A1,01,01,Item de teste 861
Produto 862,962,10,Cat2,A2,02,02,Item de teste 862
Produto 863,963,10,Cat3,A3,03,03,Item de teste 863
Produto 864,964,10,Cat4,A4,04,04,Item de teste 864
Produto 865,965,10,Cat5,A0,05,05,Item de teste 865
Produto 866,966,10,Cat6,A1,06,06,Item de teste 866
Produto 867,967,10,Cat7,A2,07,07,Item de teste 867
Produto 868,968,10,Cat8,A3,08,08,Item de teste 868
Produto 869,969,10,Cat9,A4,09,09,Item de teste 869
Produto 870,970,10,Cat0,A0,10,00,Item de teste 870
Produto 871,971,10,Cat1,A1,11,01,Item de teste 871
Produto 872,972,10,Cat2,A2,12,02,Item de teste 872
Produto 873,973,10,Cat3,A3,13,03,Item de teste 873
Produto 874,974,10,Cat4,A4,14,04,Item de teste 874
Produto 875,975,10,Cat5,A0,15,05,Item de teste 875
Produto 876,976,10,Cat6,A1,16,06,Item de teste 876
Produto 877,977,10,Cat7,A2,17,07,Item de teste 877
Produto 878,978,10,Cat8,A3,18,08,Item de teste 878
Produto 879,979,10,Cat9,A4,19,09,Item de teste 879
Produto 880,980,10,Cat0,A0,00,00,Item de teste 880
Produto 881,981,10,Cat1,A1,01,01,Item de teste 881
Produto 882,982,10,Cat2,A2,02,02,Item de teste 882
Produto 883,983,10,Cat3,A3,03,03,Item de teste 883
Produto 884,984,10,Cat4,A4,04,04,Item de teste 884
Produto 885,985,10,Cat5,A0,05,05,Item de teste 885
